id,geom,species,name,lat,lon,surveyed,gid
169,0104000020B20E0000010000000101000000C15EDD0F4ECBEA40E7436E24734DD040,gentoo,Paradise Beach 2,-54.8471,-36.1457,1999,169
170,0104000020B20E0000010000000101000000D5960A3196CEEA4099B325BC46BDD040,gentoo,Paradise Beach 3,-54.843,-36.1454,1999,170
171,0104000020B20E00000100000001010000001DEA6D2F3588EA403B7ACC6BA136D140,gentoo,Paradise Beach 4,-54.8387,-36.1543,1999,171
172,0104000020B20E00000100000001010000009CC19A96A057EA40E7B7AFC223AAD140,gentoo,Paradise Beach 5,-54.8346,-36.1604,1999,172
173,0104000020B20E000001000000010100000069778DE8111EF0C0DEF9E0DDFC84FA40,gentoo,Paryadin Peninsula 1,-54.0199,-38.0072,1999,173
174,0104000020B20E0000010000000101000000549934B8601AF0C0905059FF5B69FA40,gentoo,Paryadin Peninsula 2,-54.0239,-38.0064,1999,174
175,0104000020B20E0000010000000101000000CAA99ACCA9EDEFC0A3D0F9FAC354FA40,gentoo,Paryadin Peninsula 3,-54.0269,-37.9978,1999,175
176,0104000020B20E00000100000001010000000D7A4863CDC3EFC0C6DED20B2549FA40,gentoo,Paryadin Peninsula 4,-54.0287,-37.9928,1999,176
177,0104000020B20E0000010000000101000000EB59F55AEFB2EFC0D519B4F5DB25FA40,gentoo,Paryadin Peninsula 5,-54.0337,-37.9908,1999,177
178,0104000020B20E000001000000010100000059FB6893FD1EF0C0924DED7EB1DDF940,gentoo,Paryadin Peninsula 6,-54.044,-38.0081,1999,178
179,0104000020B20E0000010000000101000000A4D65D21E43DEFC09BE144DA9F07FA40,gentoo,Paryadin Peninsula 7,-54.0382,-37.9766,1999,179
180,0104000020B20E0000010000000101000000D9861BF92A11EFC03BC5884DE048FA40,gentoo,Paryadin Peninsula 8 - Elsehul west,-54.0289,-37.971,1999,180
181,0104000020B20E0000010000000101000000E12BFC1279DBEEC0E106DB1C323DFA40,gentoo,Paryadin Peninsula 9 - Elsehul,-54.0306,-37.9644,1999,181
182,0104000020B20E00000100000001010000001A50F6C12293E7405501A0ECBFD5F140,gentoo,Penguin Bay 1,-54.3415,-36.2576,1999,182
183,0104000020B20E0000010000000101000000A852C9F99BD6E7409FB4EFF5DFADF140,gentoo,Penguin Bay 2,-54.3471,-36.2492,1999,183
184,0104000020B20E000001000000010100000062C2B5E0B143E84097A863AFE6A7F140,gentoo,Penguin Bay 3,-54.3479,-36.2358,1999,184
185,0104000020B20E00000100000001010000007A8F59B3C480C4C0CB65496B26C0F840,gentoo,Possession Bay - Brighton Beach,-54.0892,-37.1604,1999,185
186,0104000020B20E00000100000001010000005F8A4B38E513BEC03D345EBC57F4F740,gentoo,Possession Bay Brown Point,-54.1185,-37.1178,1999,186
187,0104000020B20E000001000000010100000074C2C596B4E8D5C0F60D2DD3BC3EF540,gentoo,Queen Maud Bay north 1,-54.2178,-37.3439,1999,187
188,0104000020B20E00000100000001010000002D64BD01DDD7D6C00816BA651A55F540,gentoo,Queen Maud Bay north 2,-54.2145,-37.3586,1999,188
189,0104000020B20E0000010000000101000000DB28934B3E7BD7C0C1A3C5C91261F540,gentoo,Queen Maud Bay north 3,-54.2128,-37.3686,1999,189
190,0104000020B20E000001000000010100000081426E1DA6BDD5C0AD60A58A9F8AF440,gentoo,Queen Maud Bay south,-54.2437,-37.3415,1999,190
191,0104000020B20E0000010000000101000000B4CB170B24C4E740167DD4CE9AC3D540,gentoo,Ranvik 1,-54.7975,-36.2432,1999,191
192,0104000020B20E00000100000001010000002DCC23B1E688E740C3957EA3043CD540,gentoo,Ranvik 2,-54.8024,-36.2505,1999,192
193,0104000020B20E0000010000000101000000B6A825DA4F23E740FF5A11CCFAE1D540,gentoo,Ranvik 3,-54.7965,-36.2632,1999,193
194,0104000020B20E0000010000000101000000DB0037A10F58E6C07D1DB1EA389AFA40,gentoo,Right Whale Bay - Binder Beach 1,-54.0191,-37.6982,1999,194
195,0104000020B20E000001000000010100000068ED08FA2C42E6C03238698A7F9BFA40,gentoo,Right Whale Bay - Binder Beach 2,-54.0189,-37.6955,1999,195
196,0104000020B20E0000010000000101000000AFFDAB1A99C8E5C0E516A32E6FA2FA40,gentoo,Right Whale Bay - Binder Beach 3,-54.018,-37.6806,1999,196
197,0104000020B20E0000010000000101000000462CCE307BB1E5C02D6EFE173F9EFA40,gentoo,Right Whale Bay - Binder Beach 4,-54.0186,-37.6778,1999,197
198,0104000020B20E000001000000010100000020F5AD992FDCD5408AD0B384BB1DEB40,gentoo,Rocky Bay 1,-54.5006,-36.6545,1999,198
199,0104000020B20E0000010000000101000000993E61F9CBEAD34093DE069E2D1BEC40,gentoo,Rocky Bay 2,-54.4825,-36.6853,1999,199
200,0104000020B20E000001000000010100000033FEF7B7204CE440EC7EC1C83DDCF340,gentoo,Rookery Bay 1,-54.2675,-36.362,1999,200
201,0104000020B20E0000010000000101000000F34C787FBB08E540655C13E55DEAF340,gentoo,Rookery Bay 2,-54.2654,-36.3388,1999,201
202,0104000020B20E00000100000001010000005469D0EB5702E540E71C3A183FB9F340,gentoo,Rookery Bay 3,-54.2724,-36.3395,1999,202
203,0104000020B20E000001000000010100000053399E1D8BA8E5409ECB768CD0AAF340,gentoo,Rookery Bay 4,-54.2744,-36.3191,1999,203
204,0104000020B20E00000100000001010000008756356088FEEE40D7FB5BBC2349E740,gentoo,Royal Bay Will Point 1,-54.5676,-36.0186,1999,204
205,0104000020B20E00000100000001010000000799763DFD98EF40D6C29DBE0CD5E640,gentoo,Royal Bay Will Point 2,-54.5758,-35.9993,1999,205
206,0104000020B20E00000100000001010000007FDB08C8B011F040E30D9820969AE640,gentoo,Royal Bay Will Point 3,-54.5799,-35.982,1999,206
207,0104000020B20E0000010000000101000000FADE68DA8CFCE9C0F34424977DF2F940,gentoo,Schlieper Bay 1,-54.0425,-37.8124,1999,207
208,0104000020B20E00000100000001010000001624A59E60ADEAC0813E5C9F1014FA40,gentoo,Schlieper Bay 2,-54.0375,-37.8339,1999,208
209,0104000020B20E00000100000001010000004CCBF73C104DD0C036FAA4CD69EFF840,gentoo,Sea Leopard Fjord west,-54.0822,-37.2551,1999,209
210,0104000020B20E0000010000000101000000F7AB6BACAD1ADBC0EEB78993993AFB40,gentoo,Sheathbill Bay,-53.9973,-37.4232,1999,210
211,0104000020B20E00000100000001010000000E010EFE5C61DAC0D00C1F2D7875FB40,gentoo,Sitka Bay,-53.9889,-37.4118,1999,211
212,0104000020B20E0000010000000101000000D2B17826DCC3ED40A866DEF98CD2CA40,gentoo,Smaaland Cove 1,-54.873,-36.0504,1999,212
213,0104000020B20E000001000000010100000075B170B8CDB5ED408EBBABB219C0C940,gentoo,Smaaland Cove 2,-54.8779,-36.0521,1999,213
214,0104000020B20E000001000000010100000097647335B09CED409D4AC68A390EC940,gentoo,Smaaland Cove 3,-54.8811,-36.0551,1999,214
215,0104000020B20E0000010000000101000000F9735B516D46EDC0C2671EA565FBFA40,gentoo,Sorn and Bernt coast,-54.0037,-37.9144,1999,215
216,0104000020B20E00000100000001010000002F5C75F03EEFD140BFCD46C46DE3F640,gentoo,Stromness Harbour,-54.1575,-36.7189,1999,216
217,0104000020B20E0000010000000101000000976761E3638EDA40DB6498C3A9A8F340,gentoo,Thatcher Peninsula west,-54.2759,-36.5825,1999,217
218,0104000020B20E0000010000000101000000FCF48AF51BE4E9400793C6AA2109D240,gentoo,Trollhul 1,-54.8313,-36.1749,1999,218
219,0104000020B20E00000100000001010000009D934ED2E499E940EC6A4741C7B3D240,gentoo,Trollhul 2,-54.8252,-36.1842,1999,219
220,0104000020B20E00000100000001010000000056B2047ECEE840D941620898BDD340,gentoo,Trollhul-Ranvik coast 1,-54.8159,-36.2097,1999,220
221,0104000020B20E000001000000010100000065A56A490240E8403E60A3594861D440,gentoo,Trollhul-Ranvik coast 2,-54.8101,-36.2276,1999,221
222,0104000020B20E0000010000000101000000BA648392BE2EE8401767EC7649DCD440,gentoo,Trollhul-Ranvik coast 3,-54.8057,-36.2298,1999,222
223,0104000020B20E0000010000000101000000F2088D9A831EDB401AB96931A7BAEA40,gentoo,Undine South Harbour 1,-54.5075,-36.5713,1999,223
224,0104000020B20E000001000000010100000095D5472204AED940DB47C358FBBEEA40,gentoo,Undine South Harbour 2,-54.5073,-36.594,1999,224
225,0104000020B20E00000100000001010000005141939D9F0DD9406BD57C7CC5C7EA40,gentoo,Undine South Harbour 3,-54.5067,-36.6039,1999,225
226,0104000020B20E00000100000001010000006881E0D85671D840A6DE7FF5921FEA40,gentoo,Undine South Harbour 4,-54.5188,-36.6135,1999,226
227,0104000020B20E00000100000001010000002F3AC47CFD85E2C088F7515F7F7CFA40,gentoo,Wales Head,-54.024,-37.5788,1999,227
228,0104000020B20E0000010000000101000000CD050CFA582EE24001D988454235E640,gentoo,Wheeler Glacier,-54.5901,-36.424,1999,228
229,0104000020B20E00000100000001010000001DDC1101FCEBE4C06C1468082239F840,gentoo,Wilson Harbour,-54.1069,-37.6551,1999,229
230,0104000020B20E0000010000000101000000E27BC07947D2F1401995B3EB28A2DA40,gentoo,Wirik Bay 1,-54.7497,-35.8663,1999,230
231,0104000020B20E0000010000000101000000FB7EA59FCB3AF240B6BB86B167BED940,gentoo,Wirik Bay 2,-54.7577,-35.8401,1999,231
232,0104000020B20E00000100000001010000004C0CFBC9BD6BEC40722E1AE45575C740,macaroni,'Stensholt Bay',-54.8887,-36.0929,2007,232
233,0104000020B20E000001000000010100000046F775AB0116AAC0A56F53E296F1EA40,macaroni,Annenkov Island 1,-54.5043,-37.0515,2007,233
234,0104000020B20E00000100000001010000008BD3A5F80BDAA9C00DF27E5F54B9EA40,macaroni,Annenkov Island 2,-54.5083,-37.0511,2007,234
235,0104000020B20E00000100000001010000005298C90314D6B4C0E1B41B69BAFEEA40,macaroni,Annenkov Island 3,-54.5033,-37.0823,2007,235
236,0104000020B20E0000010000000101000000FBE0699E066BB6C0C6DE72F65240EB40,macaroni,Annenkov Island 4,-54.4986,-37.0886,2007,236
237,0104000020B20E0000010000000101000000EA54A5DD0583BCC0E3D9714A57C7EB40,macaroni,Annenkov Island 5,-54.4889,-37.1126,2007,237
238,0104000020B20E0000010000000101000000CD96B0EBE8DDBBC077198F6E9DF0EB40,macaroni,Annenkov Island 6,-54.4859,-37.1101,2007,238
239,0104000020B20E0000010000000101000000F0C4D01B0C29BCC036106FE9743DEC40,macaroni,Annenkov Island 7,-54.4804,-37.1112,2007,239
240,0104000020B20E0000010000000101000000B406BC1EE636BDC027FFE0A6337DEC40,macaroni,Annenkov Island 8,-54.4758,-37.1154,2007,240
241,0104000020B20E00000100000001010000004A1714709F2AF1C0371792DA28CFFA40,macaroni,Bird Island Big Mac,-54.0087,-38.0725,2007,241
242,0104000020B20E00000100000001010000005AB984387630F1C061D55FA949C0FA40,macaroni,Bird Island Little Mac,-54.0108,-38.074,2007,242
243,0104000020B20E00000100000001010000001B46DDACBE47F0C09FE885016CF8FA40,macaroni,Bird Island Macaroni Cwm,-54.0033,-38.017,2007,243
244,0104000020B20E00000100000001010000008E87611A06BCD040A10AC47C7D18F840,macaroni,Bjelland Point 1,-54.1131,-36.738,2007,244
245,0104000020B20E00000100000001010000005150D77F38B8D040F4BF1F225F29F840,macaroni,Bjelland Point 2,-54.1106,-36.7382,2007,245
246,0104000020B20E00000100000001010000006F329EE9C3AFD1400254E964FC10F840,macaroni,Bjelland Point 3,-54.1141,-36.7231,2007,246
247,0104000020B20E000001000000010100000031FF26B85D81EB40EEE0D2A3FCF9C240,macaroni,Brode Island,-54.9096,-36.1217,2007,247
248,0104000020B20E0000010000000101000000CF9EDF27FD1AEE40E5DAC9589686EC40,macaroni,Calf Head,-54.4715,-36.049,2007,248
249,0104000020B20E000001000000010100000017C511BE2F7AF04015FB020D74F7E640,macaroni,Cape Charlotte 1,-54.573,-35.9564,2007,249
250,0104000020B20E0000010000000101000000F088309B1F3EF14096D5628A7732E840,macaroni,Cape Charlotte 2,-54.5499,-35.9085,2007,250
251,0104000020B20E0000010000000101000000C615B024C56FF1403AD39251285FE840,macaroni,Cape Charlotte 3,-54.5466,-35.8963,2007,251
252,0104000020B20E00000100000001010000009F03F2AF9870F140589CB2FF042DE840,macaroni,Cape Charlotte 4,-54.5502,-35.896,2007,252
253,0104000020B20E000001000000010100000092F9960C246BF1408EE041F72F14E840,macaroni,Cape Charlotte 5,-54.552,-35.8973,2007,253
254,0104000020B20E00000100000001010000007B718D524069F1408E9BF0DB7ABAE740,macaroni,Cape Charlotte 6,-54.5584,-35.8976,2007,254
255,0104000020B20E00000100000001010000009ADE31D96054EB40FD784EEFE397CA40,macaroni,Cape Disappointment 1,-54.8746,-36.1281,2007,255
256,0104000020B20E000001000000010100000082360C102258EB40F43B453C5045CA40,macaroni,Cape Disappointment 2,-54.8761,-36.1276,2007,256
257,0104000020B20E0000010000000101000000D22100911DBCE7C02DFD56BB6EACFB40,macaroni,Cape North,-53.9794,-37.7409,2007,257
258,0104000020B20E0000010000000101000000AF70DD5B7F00F0C0A774D6A1CB30F940,macaroni,Cape Paryadin,-54.0689,-38.0012,2007,258
259,0104000020B20E0000010000000101000000B8882EF7116BF240F0F821C6369AD540,macaroni,Cooper Bay Big Mac 1,-54.7957,-35.827,2007,259
260,0104000020B20E00000100000001010000003B8F49F0BE51F24090726C0EEC61D540,macaroni,Cooper Bay Big Mac 2,-54.7977,-35.8333,2007,260
261,0104000020B20E0000010000000101000000688D4F3710C5F2408FD22AE4F414D740,macaroni,Cooper Bay Little Mac,-54.7818,-35.805,2007,261
262,0104000020B20E00000100000001010000006E80C0E9B033F340B2C205FA2A14D440,macaroni,Cooper Island 1,-54.8092,-35.7767,2007,262
263,0104000020B20E000001000000010100000066B1E1CA3F2BF3407776D4C669F3D240,macaroni,Cooper Island 2,-54.8196,-35.7785,2007,263
264,0104000020B20E0000010000000101000000E5555EB820F1F2404879F405ADB3D240,macaroni,Cooper Island 3,-54.822,-35.7929,2007,264
265,0104000020B20E00000100000001010000007BA2BDAD8EDBF240BB744A9CB895D240,macaroni,Cooper Island 4,-54.8231,-35.7982,2007,265
266,0104000020B20E000001000000010100000084444F4AE0D6F240158B1AA92CCAD240,macaroni,Cooper Island 5,-54.8213,-35.7995,2007,266
267,0104000020B20E0000010000000101000000182212F71EE2F240F8DFA22425ABD340,macaroni,Cooper Island 6,-54.8132,-35.7969,2007,267
268,0104000020B20E000001000000010100000083868F476EDDF2409D28FC16F8AED340,macaroni,Cooper Island 7,-54.813,-35.7981,2007,268
269,0104000020B20E0000010000000101000000891721DA02D5EEC05D2390EC2C93FA40,macaroni,Elsehul,-54.0182,-37.9634,2007,269
270,0104000020B20E000001000000010100000001BF580D1CA3EB4077C1E6D29554BF40,macaroni,First Rock,-54.9248,-36.1172,2007,270
271,0104000020B20E0000010000000101000000582A194C6262EC4045458BF15B76C640,macaroni,Green Island,-54.8933,-36.094,2007,271
272,0104000020B20E0000010000000101000000E76252EF8793D3402B2648B16BECF740,macaroni,Hercules Bay 1,-54.1193,-36.6934,2007,272
273,0104000020B20E00000100000001010000007FC5A7DF3E4BD4403FCD80DE2BF0F740,macaroni,Hercules Bay 2,-54.1187,-36.6822,2007,273
274,0104000020B20E00000100000001010000008A3FEEBE83FBD440676F9DC65CFCF740,macaroni,Hercules Bay 3,-54.117,-36.6714,2007,274
275,0104000020B20E0000010000000101000000E32A3E6AC442D540F7119A23CC04F840,macaroni,Hercules Bay 4,-54.1157,-36.6671,2007,275
276,0104000020B20E0000010000000101000000AB4A918EBA60D5400D1E3E7859FCF740,macaroni,Hercules Bay 5,-54.1169,-36.6652,2007,276
277,0104000020B20E00000100000001010000008519A54303C7D44092875DA299BCF740,macaroni,Hercules Bay 6,-54.1261,-36.6746,2007,277
278,0104000020B20E0000010000000101000000E5E53BFD00F4D44049B00F30EEB7F740,macaroni,Hercules Bay 7,-54.1268,-36.6718,2007,278
279,0104000020B20E000001000000010100000050EDA031853AE5404F37E216D1F9F340,macaroni,Lucas Point,-54.2631,-36.3328,2007,279
280,0104000020B20E0000010000000101000000F26E57A72340E540341DDBC959F1F340,macaroni,Lucas Point 2,-54.2643,-36.3321,2007,280
281,0104000020B20E00000100000001010000007DC2228F2A40E54052FB780FF0E8F340,macaroni,Lucas Point 3,-54.2655,-36.332,2007,281
282,0104000020B20E000001000000010100000093437D3876CDCE40E6C52972F81FE440,macaroni,Pickersgill Islands 1,-54.6295,-36.7558,2007,282
283,0104000020B20E0000010000000101000000464E76E76C63CF40F798CBD4B623E440,macaroni,Pickersgill Islands 2,-54.6292,-36.7512,2007,283
284,0104000020B20E00000100000001010000004855BFFDA2FBE5409F32C4B2CCDBF340,macaroni,Rookery Point,-54.2673,-36.309,2007,284
285,0104000020B20E0000010000000101000000C932D7F44161EF408B6B58E35308CB40,macaroni,Rumbolds Point 1,-54.8716,-35.9989,2007,285
286,0104000020B20E0000010000000101000000159115059D79EF40A2B7268E7CEACA40,macaroni,Rumbolds Point 2,-54.8721,-35.9959,2007,286
287,0104000020B20E000001000000010100000083F2896DBF95EF40F54BA6894A36CA40,macaroni,Rumbolds Point 3,-54.8753,-35.9923,2007,287
288,0104000020B20E0000010000000101000000997B795F8199EF4050E18EC562CDC940,macaroni,Rumbolds Point 4,-54.8772,-35.9918,2007,288
289,0104000020B20E0000010000000101000000C33E2E0CFCBEEF402B86A07757FBC840,macaroni,Rumbolds Point 5,-54.8809,-35.987,2007,289
290,0104000020B20E0000010000000101000000222D25E43E10F040F021009EFBB5CA40,macaroni,Shannon Point 1,-54.8729,-35.9751,2007,290
291,0104000020B20E00000100000001010000004736400BD034F0406838D94072E9CB40,macaroni,Shannon Point 2,-54.8673,-35.9661,2007,291
292,0104000020B20E00000100000001010000006DBF1F740181DBC0D2D03C191B57FB40,macaroni,Sheathbill Bay,-53.9932,-37.4294,2007,292
293,0104000020B20E00000100000001010000005FC7A1692246EE4051DD3E19D010CA40,macaroni,Smaaland Cove,-54.8763,-36.0341,2007,293
294,0104000020B20E00000100000001010000006EE227D2FE7CDFC07BA299751AEDFB40,macaroni,Welcome Islands 1,-53.9714,-37.4914,2007,294
295,0104000020B20E0000010000000101000000AEA5A4B87BB1DFC001D1E17D0DDFFB40,macaroni,Welcome Islands 2,-53.9734,-37.4946,2007,295
296,0104000020B20E0000010000000101000000AEE5D3D739D3DFC0D97535819BD6FB40,macaroni,Welcome Islands 3,-53.9746,-37.4967,2007,296
297,0104000020B20E0000010000000101000000F36A6A90B109F3C03A5551A64FCDFA40,macaroni,Willis Islands Main Island 1,-54.0079,-38.1894,2007,297
298,0104000020B20E00000100000001010000002A5924032FD4F3C0D58E4A17CD98FA40,macaroni,Willis Islands Main Island 10,-54.0149,-38.2391,2007,298
299,0104000020B20E0000010000000101000000CA62B1C65ED1F3C0201D6C519BAAFA40,macaroni,Willis Islands Main Island 11,-54.0124,-38.2383,2007,299
300,0104000020B20E00000100000001010000003AB1127E00B9F3C07A51262B6CADFA40,macaroni,Willis Islands Main Island 12,-54.012,-38.2323,2007,300
301,0104000020B20E0000010000000101000000C96A7D8950C3F3C0EA1F9C098ABAFA40,macaroni,Willis Islands Main Island 13,-54.0101,-38.2348,2007,301
302,0104000020B20E00000100000001010000001D107E4955C5F3C0DF323F2B0ED0FA40,macaroni,Willis Islands Main Island 14,-54.007,-38.2352,2007,302
303,0104000020B20E0000010000000101000000531EFEAEB1BDF3C0D0DC1446C3D5FA40,macaroni,Willis Islands Main Island 15,-54.0062,-38.2333,2007,303
304,0104000020B20E00000100000001010000005722EE734E87F3C0495BB7DD2ADEFA40,macaroni,Willis Islands Main Island 15,-54.0051,-38.22,2007,304
305,0104000020B20E0000010000000101000000B21B9F281AB7F3C078DFC7AB41DDFA40,macaroni,Willis Islands Main Island 16,-54.0051,-38.2317,2007,305
306,0104000020B20E0000010000000101000000DAA34F94006EF3C0EF619FB71AEEFA40,macaroni,Willis Islands Main Island 16,-54.0029,-38.2138,2007,306
307,0104000020B20E00000100000001010000008C9E5D8A34B6F3C0A466ADD6A9D6FA40,macaroni,Willis Islands Main Island 17,-54.0061,-38.2315,2007,307
308,0104000020B20E000001000000010100000013380F377067F3C04FECAFE5BCF3FA40,macaroni,Willis Islands Main Island 17,-54.0021,-38.2121,2007,308
309,0104000020B20E0000010000000101000000C86B18918E1AF3C019FC641999B9FA40,macaroni,Willis Islands Main Island 2,-54.0107,-38.1936,2007,309
310,0104000020B20E0000010000000101000000D203FE8C7E2AF3C020D994DD5E9FFA40,macaroni,Willis Islands Main Island 3,-54.0144,-38.1976,2007,310
311,0104000020B20E0000010000000101000000FCFBC5FF8D56F3C0D1CC411FFE95FA40,macaroni,Willis Islands Main Island 4,-54.0156,-38.2084,2007,311
312,0104000020B20E00000100000001010000009640E349B072F3C00E28C05D2C93FA40,macaroni,Willis Islands Main Island 5,-54.016,-38.2153,2007,312
313,0104000020B20E00000100000001010000009B60BF8E9E82F3C03F97E282DC97FA40,macaroni,Willis Islands Main Island 6,-54.0152,-38.2192,2007,313
314,0104000020B20E00000100000001010000007217F9921F99F3C0B041DA804991FA40,macaroni,Willis Islands Main Island 7,-54.0161,-38.2247,2007,314
315,0104000020B20E000001000000010100000061D069BA20A8F3C088E747FC6E8FFA40,macaroni,Willis Islands Main Island 8,-54.0164,-38.2283,2007,315
316,0104000020B20E000001000000010100000062B73FCB0DC7F3C01157B6C3B899FA40,macaroni,Willis Islands Main Island 9,-54.0148,-38.2359,2007,316
317,0104000020B20E0000010000000101000000A843A75D1ED6F2C00379096B3FECFA40,macaroni,Willis Islands Trinity Island 1,-54.0035,-38.1767,2007,317
318,0104000020B20E0000010000000101000000610A4CA15088F2C0B5E071618FF6FA40,macaroni,Willis Islands Trinity Island 10,-54.0022,-38.1577,2007,318
319,0104000020B20E000001000000010100000082C99CC1EE7EF2C0D2E5AC3C5EF9FA40,macaroni,Willis Islands Trinity Island 11,-54.0019,-38.1554,2007,319
320,0104000020B20E000001000000010100000059BA5289D0CBF2C0A3EE207DACF4FA40,macaroni,Willis Islands Trinity Island 2,-54.0023,-38.1742,2007,320
321,0104000020B20E00000100000001010000008C0C24B4C0CCF2C068613DD479E8FA40,macaroni,Willis Islands Trinity Island 3,-54.0041,-38.1744,2007,321
322,0104000020B20E0000010000000101000000F215848320B8F2C0E48B330E0C0DFB40,macaroni,Willis Islands Trinity Island 4,-53.9989,-38.1693,2007,322
323,0104000020B20E0000010000000101000000944B45FE40B6F2C0D2C658DD5CEAFA40,macaroni,Willis Islands Trinity Island 5,-54.0039,-38.1689,2007,323
324,0104000020B20E0000010000000101000000CD3394982DA8F2C0C46EA1E78805FB40,macaroni,Willis Islands Trinity Island 6,-54,-38.1654,2007,324
325,0104000020B20E00000100000001010000000FD0C000DFACF2C07EF29D8C8AF6FA40,macaroni,Willis Islands Trinity Island 7,-54.0022,-38.1666,2007,325
326,0104000020B20E0000010000000101000000F8247F73BD9FF2C04AB65C179FE6FA40,macaroni,Willis Islands Trinity Island 8,-54.0045,-38.1635,2007,326
327,0104000020B20E00000100000001010000007A54FF5ACE8FF2C0A67DFA661AEEFA40,macaroni,Willis Islands Trinity Island 9,-54.0034,-38.1596,2007,327
328,0104000020B20E0000010000000101000000C8D5B672FF8CF2C044DB9589CDD4FA40,macaroni,Willis Islands Verdant Island 1,-54.0071,-38.159,2007,328
329,0104000020B20E00000100000001010000007482C2506E86F2C0E30BE9319ED7FA40,macaroni,Willis Islands Verdant Island 2,-54.0067,-38.1574,2007,329
330,0104000020B20E00000100000001010000002E04A7791F7CF2C01C2E782D7BE8FA40,macaroni,Willis Islands Verdant Island 3,-54.0043,-38.1548,2007,330
331,0104000020B20E00000100000001010000001F8B00138E75F2C0697E2C8B39ECFA40,macaroni,Willis Islands Verdant Island 4,-54.0038,-38.1532,2007,331
